mean_date,twosigma
182.75,0.048
182.663,0.049
182.616,0.049
182.635,0.068
182.43,0.036
182.85,0.34
182.778,0.033
182.776,0.059
182.753,0.037
182.54,0.2
182.48,0.2
182.59,0.079
182.746,0.054
182.54,0.059
182.635,0.077
182.689,0.038
183.246,0.045
182.629,0.029
182.7,0.045
182.68,0.038
182.643,0.055
